首选,#genre#
NewTv精品大剧,http://[2409:8087:2001:20:2800:0:df6e:eb1a]/wh7f454c46tw2817459161_-1430429466/ott.mobaibox.com/PLTV/3/224/3221227618/index.m3u8
NewTv军事评论,http://[2409:8087:2001:20:2800:0:df6e:eb18]/wh7f454c46tw3373254713_-1111569189/ott.mobaibox.com/PLTV/3/224/3221227544/index.m3u8
NewTv精品记录,http://[2409:8087:2001:20:2800:0:df6e:eb1a]/wh7f454c46tw2837435881_530071425/ott.mobaibox.com/PLTV/3/224/3221227547/index.m3u8
NewTv明星大片,http://[2409:8087:2001:20:2800:0:df6e:eb18]/wh7f454c46tw2856695654_946966165/ott.mobaibox.com/PLTV/3/224/3221227594/index.m3u8
iHOT频道IPV6💖,#genre#
iHOT爱院线,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000030630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000030630&livemode=1&stbId=3
iHOT爱科幻,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000020630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000020630&livemode=1&stbId=3
iHOT爱浪漫,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000040630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000040630&livemode=1&stbId=3
iHOT爱喜剧,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000010630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000010630&livemode=1&stbId=3
iHOT爱娱乐,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000130630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000130630&livemode=1&stbId=3
iHOT爱悬疑,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000050630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000050630&livemode=1&stbId=3
iHOT爱经典,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000060630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000060630&livemode=1&stbId=3
iHOT爱江湖,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000110630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000110630&livemode=1&stbId=3
iHOT爱赛车,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000240630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000240630&livemode=1&stbId=3
iHOT爱体育,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000290630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000290630&livemode=1&stbId=3
iHOT爱探索,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000300630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000300630&livemode=1&stbId=3
iHOT爱奇谈,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000270630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000270630&livemode=1&stbId=3
iHOT爱玩具,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000220630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000220630&livemode=1&stbId=3
iHOT爱世界,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000210630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000210630&livemode=1&stbId=3
iHOT爱怀旧,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000260630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000260630&livemode=1&stbId=3
iHOT爱旅行,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000250630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000250630&livemode=1&stbId=3
iHOT爱极限,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000170630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000170630&livemode=1&stbId=3
iHOT爱幼教,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000180630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000180630&livemode=1&stbId=3
iHOT爱解密,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000200630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000200630&livemode=1&stbId=3
iHOT爱谍战,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000070630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000070630&livemode=1&stbId=3
iHOT爱历史,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000150630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000150630&livemode=1&stbId=3
iHOT爱猎奇,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000190630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000190630&livemode=1&stbId=3
iHOT爱都市,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000080630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000080630&livemode=1&stbId=3
iHOT爱科学,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000160630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000160630&livemode=1&stbId=3
iHOT爱美食,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000120630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000120630&livemode=1&stbId=3
iHOT爱时尚,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000140630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000140630&livemode=1&stbId=3
iHOT爱青春,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000100630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000100630&livemode=1&stbId=3
iHOT爱家庭,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000090630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000090630&livemode=1&stbId=3
iHOT爱动漫,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000280630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000280630&livemode=1&stbId=3

体育频道,#genre#
纬来体育,http://hls.szsummer.cn/live/446035/playlist.m3u8?k=32f9ec7c13e4b390289143a8e1b2a898&t=1840341130#https://cloud.yumixiu768.com/tmp/123.m3u8
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8
安徽体育,http://321257.cn:8888/udp/238.1.79.41:4440#http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3.flv

加Q群,#genre#
Q群605625151,https://txmov2.a.kwimgs.com/bs3/video-hls/5251197255879398624_hlshd15.m3u8


CCTV1,http://alicdnhd-hz-hunan-live.5gtv.com.cn/live/XP_CCTV1HD.m3u8

CCTV2,http://alicdnhd-hz-hunan-live.5gtv.com.cn/live/XP_CCTV2HD.m3u8

CCTV3,http://alicdnhd-hz-hunan-live.5gtv.com.cn/live/XP_CCTV3HD.m3u8

CCTV4,http://alicdnhd-hz-hunan-live.5gtv.com.cn/live/XP_CCTV4HD.m3u8

CCTV5,http://alicdnhd-hz-hunan-live.5gtv.com.cn/live/XP_CCTV5HD.m3u8

CCTV6,http://alicdnhd-hz-hunan-live.5gtv.com.cn/live/XP_CCTV6HD.m3u8

CCTV7,http://alicdnhd-hz-hunan-live.5gtv.com.cn/live/XP_CCTV7HD.m3u8

CCTV8,http://alicdnhd-hz-hunan-live.5gtv.com.cn/live/XP_CCTV8HD.m3u8

CCTV9,http://alicdnhd-hz-hunan-live.5gtv.com.cn/live/XP_CCTV9HD.m3u8

CCTV10,http://alicdnhd-hz-hunan-live.5gtv.com.cn/live/XP_CCTV10HD.m3u8
CCTV11,http://alicdnhd-hz-hunan-live.5gtv.com.cn/live/XP_CCTV11.m3u8
CCTV12,http://alicdnhd-hz-hunan-live.5gtv.com.cn/live/XP_CCTV12HD.m3u8
CCTV13,http://alicdnhd-hz-hunan-live.5gtv.com.cn/live/XP_CCTV13.m3u8
CCTV14,http://alicdnhd-hz-hunan-live.5gtv.com.cn/live/XP_CCTV14HD.m3u8
CCTV15,http://alicdnhd-hz-hunan-live.5gtv.com.cn/live/XP_CCTV15.m3u8
CCTV16,http://alicdnhd-hz-hunan-live.5gtv.com.cn/live/XP_CCTV16HD.m3u8

CCTV17,http://alicdnhd-hz-hunan-live.5gtv.com.cn/live/XP_CCTV17HD.m3u8


CCTV1,http://182.139.250.156:5033/HUAWEI/Umai:CHAN/111128@BESTV.SMG.SMG/index.m3u8?playtype=1&usercode=Scdx@CL_is
CCTV2,http://182.139.250.156:5033/HUAWEI/20000001000000050000000000000315/index.m3u8?playtype=1&usercode=Scdx@CL_is
CCTV3,http://182.139.250.156:5033/HUAWEI/Umai:CHAN/1369028@BESTV.SMG.SMG/index.m3u8?playtype=1&usercode=Scdx@CL_is
CCTV4,http://182.139.250.156:5033/HUAWEI/20000001000000050000000000000343/index.m3u8?playtype=1&usercode=Scdx@CL_is
CCTV5,http://182.139.250.156:5033/HUAWEI/Umai:CHAN/1369029@BESTV.SMG.SMG/index.m3u8?playtype=1&usercode=Scdx@CL_is
CCTV5+,http://182.139.250.156:5033/HUAWEI/00000001000000050000000000000153/index.m3u8?playtype=1&usercode=Scdx@CL_is
CCTV6,http://mtw.so/62HqWM#http://182.139.250.156:5033/syhjcms_hls/98000000000000000001703664302519/index.m3u8?playtype=1&usercode=Scdx@CL_is

CCTV6,http://182.139.250.156:5033/HUAWEI/Umai:CHAN/1369030@BESTV.SMG.SMG/index.m3u8?playtype=1&usercode=Scdx@CL_is
CCTV7,http://182.139.250.156:5033/HUAWEI/20000001000000050000000000000344/index.m3u8?playtype=1&usercode=Scdx@CL_is
CCTV8,http://182.139.250.156:5033/HUAWEI/00000001000000050000000000000476/index.m3u8?playtype=1&usercode=Scdx@CL_is
CCTV9,http://182.139.250.156:5033/HUAWEI/20000001000000050000000000000345/index.m3u8?playtype=1&usercode=Scdx@CL_is
CCTV10,http://182.139.250.156:5033/HUAWEI/20000001000000050000000000000346/index.m3u8?playtype=1&usercode=Scdx@CL_is
CCTV11,http://182.139.250.156:5033/HUAWEI/00000001000000050000000000000583/index.m3u8?playtype=1&usercode=Scdx@CL_is
CCTV12,http://182.139.250.156:5033/HUAWEI/20000001000000050000000000000348/index.m3u8?playtype=1&usercode=Scdx@CL_is
CCTV13,http://182.139.250.156:5033/HUAWEI/00000001000000050000000000000602/index.m3u8?playtype=1&usercode=Scdx@CL_is
CCTV14,http://182.139.250.156:5033/HUAWEI/20000001000000050000000000000349/index.m3u8?playtype=1&usercode=Scdx@CL_is
CCTV15,http://182.139.250.156:5033/HUAWEI/00000001000000050000000000000587/index.m3u8?playtype=1&usercode=Scdx@CL_is
CCTV16,http://bkpcp.ddns.net:8000/ysp.php?id=cctv16
CCTV17,http://182.139.250.156:5033/HUAWEI/00000001000000050000000000000580/index.m3u8?playtype=1&usercode=Scdx@CL_is

CCTV-4K,http://mtw.so/5VbDUV



CCTV兵器科技,http://bkpcp.ddns.net:8000/ysp.php?id=bqkj
CCTV第一剧场,http://bkpcp.ddns.net:8000/ysp.php?id=dyjc
CCTV怀旧剧场,http://bkpcp.ddns.net:8000/ysp.php?id=hjjc
CCTV风云剧场,http://bkpcp.ddns.net:8000/ysp.php?id=fyjc
CCTV风云音乐,http://bkpcp.ddns.net:8000/ysp.php?id=fyyy
CCTV风云足球,http://bkpcp.ddns.net:8000/ysp.php?id=fyzq
CCTV电视指南,http://bkpcp.ddns.net:8000/ysp.php?id=dszn
CCTV女性时尚,http://bkpcp.ddns.net:8000/ysp.php?id=nxss
CCTV央视文化精品,http://bkpcp.ddns.net:8000/ysp.php?id=whjp
CCTV世界地理,http://bkpcp.ddns.net:8000/ysp.php?id=sjdl
CCTV高尔夫网球,http://bkpcp.ddns.net:8000/ysp.php?id=gefwq
CCTV央视台球,http://bkpcp.ddns.net:8000/ysp.php?id=ystq
CCTV卫生健康,http://bkpcp.ddns.net:8000/ysp.php?id=wsjk
CGTN,http://bkpcp.ddns.net:8000/ysp.php?id=cgtn
CGTN纪录,http://bkpcp.ddns.net:8000/ysp.php?id=cgtnjl
CGTN西语,http://bkpcp.ddns.net:8000/ysp.php?id=cgtne
CGTN法语,http://bkpcp.ddns.net:8000/ysp.php?id=cgtnf
CGTN阿语,http://bkpcp.ddns.net:8000/ysp.php?id=cgtna
CGTN俄语,http://bkpcp.ddns.net:8000/ysp.php?id=cgtnr
CCTV兵器科技,http://ygbh.cloudns.ch/ysp.php?id=bqkj



CGTN-新闻频道,http://live.cgtn.com/1000/prog_index.m3u8
CGTN-纪录频道,https://livedoc.cgtn.com/500d/prog_index.m3u8
CGTN法语频道,https://livefr.cgtn.com/1000f/prog_index.m3u8
CGTN俄语频道,http://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN西班牙语频道,http://livees.cgtn.com/500e/prog_index.m3u8
CGTN阿拉伯语频道,http://livear.cgtn.com/1000a/prog_index.m3u8
CGTN拉丁美洲频道,http://livees.cgtn.com/1000e/prog_index.m3u8
CEC国际教育,http://play.cec-tv.com.cn/channel/cec-tv3.m3u8
CEC国际健康,http://play.cec-tv.com.cn/channel/cec-tv4.m3u8
CEC国际旅游,http://play.cec-tv.com.cn/channel/cec-tv2.m3u8
CEC国际教育,http://play.cec-tv.com.cn/channel/cec-tv3.m3u8
CEC国际健康,http://play.cec-tv.com.cn/channel/cec-tv4.m3u8


吉林卫视,http://182.139.250.156:5033/HUAWEI/20000002000000050000000000000477/index.m3u8?playtype=1&usercode=Scdx@CL_is
吉林卫视,http://182.139.250.156:5033/syhjcms_hls/10000100201705020000001000000004/index.m3u8?playtype=1&usercode=Scdx@CL_is
四川卫视,http://182.139.250.156:5033/HUAWEI/20000002000000050000000000000550/index.m3u8?playtype=1&usercode=Scdx@CL_is
四川卫视,http://182.139.250.156:5033/syhjcms_hls/10000100000000050000000000241375/index.m3u8?playtype=1&usercode=Scdx@CL_is
三沙卫视,http://182.139.250.156:5033/HUAWEI/20000002000000050000000000000557/index.m3u8?playtype=1&usercode=Scdx@CL_is
厦门卫视,http://182.139.250.156:5033/HUAWEI/20000002000000050000000000000556/index.m3u8?playtype=1&usercode=Scdx@CL_is
河南卫视,http://182.139.250.156:5033/HUAWEI/20000002000000050000000000000468/index.m3u8?playtype=1&usercode=Scdx@CL_is
河南卫视,http://182.139.250.156:5033/syhjcms_hls/98000000000000000001429143005346/index.m3u8?playtype=1&usercode=Scdx@CL_is
安多卫视,http://182.139.250.156:5033/HUAWEI/20000001000000050000000000000313/index.m3u8?playtype=1&usercode=Scdx@CL_is
兵团卫视,http://182.139.250.156:5033/HUAWEI/20000002000000050000000000000471/index.m3u8?playtype=1&usercode=Scdx@CL_is
兵团卫视,http://182.139.250.156:5033/syhjcms_hls/10000100000000050000000000077202/index.m3u8?playtype=1&usercode=Scdx@CL_is
甘肃卫视,http://182.139.250.156:5033/HUAWEI/20000002000000050000000000000476/index.m3u8?playtype=1&usercode=Scdx@CL_is
甘肃卫视,http://182.139.250.156:5033/syhjcms_hls/10000100201705020000001000000007/index.m3u8?playtype=1&usercode=Scdx@CL_is
广西卫视,http://182.139.250.156:5033/HUAWEI/20000001000000050000000000000267/index.m3u8?playtype=1&usercode=Scdx@CL_is
广西卫视,http://182.139.250.156:5033/syhjcms_hls/10000100201705020000001000000012/index.m3u8?playtype=1&usercode=Scdx@CL_is
东方卫视,http://182.139.250.156:5033/HUAWEI/20000001000000050000000000000156/index.m3u8?playtype=1&usercode=Scdx@CL_is
东南卫视,http://182.139.250.156:5033/HUAWEI/20000002000000050000000000000370/index.m3u8?playtype=1&usercode=Scdx@CL_is
东南卫视,http://182.139.250.156:5033/syhjcms_hls/10000100201705020000001000000010/index.m3u8?playtype=1&usercode=Scdx@CL_is
广东卫视,http://182.139.250.156:5033/HUAWEI/20000001000000050000000000000157/index.m3u8?playtype=1&usercode=Scdx@CL_is
广东卫视,http://182.139.250.156:5033/syhjcms_hls/10000100000000050000000000000084/index.m3u8?playtype=1&usercode=Scdx@CL_is
湖南卫视,http://182.139.250.156:5033/HUAWEI/20000001000000050000000000000155/index.m3u8?playtype=1&usercode=Scdx@CL_is
江苏卫视,http://182.139.250.156:5033/HUAWEI/20000001000000050000000000000205/index.m3u8?playtype=1&usercode=Scdx@CL_is
浙江卫视,http://182.139.250.156:5033/HUAWEI/20000001000000050000000000000158/index.m3u8?playtype=1&usercode=Scdx@CL_is
北京卫视,http://182.139.250.156:5033/HUAWEI/20000001000000050000000000000154/index.m3u8?playtype=1&usercode=Scdx@CL_is
深圳卫视,http://182.139.250.156:5033/HUAWEI/20000001000000050000000000000159/index.m3u8?playtype=1&usercode=Scdx@CL_is
天津卫视,http://182.139.250.156:5033/HUAWEI/20000001000000050000000000000206/index.m3u8?playtype=1&usercode=Scdx@CL_is
湖北卫视,http://182.139.250.156:5033/HUAWEI/20000001000000050000000000000166/index.m3u8?playtype=1&usercode=Scdx@CL_is
湖北卫视,http://182.139.250.156:5033/syhjcms_hls/10000100201705020000001000000014/index.m3u8?playtype=1&usercode=Scdx@CL_is
山东卫视,http://182.139.250.156:5033/HUAWEI/20000001000000050000000000000165/index.m3u8?playtype=1&usercode=Scdx@CL_is
黑龙江卫视,http://182.139.250.156:5033/HUAWEI/20000001000000050000000000000164/index.m3u8?playtype=1&usercode=Scdx@CL_is
重庆卫视,http://182.139.250.156:5033/HUAWEI/20000001000000050000000000000352/index.m3u8?playtype=1&usercode=Scdx@CL_is
重庆卫视,http://182.139.250.156:5033/syhjcms_hls/10000100201705020000001000000009/index.m3u8?playtype=1&usercode=Scdx@CL_is
江西卫视,http://182.139.250.156:5033/HUAWEI/20000002000000050000000000000380/index.m3u8?playtype=1&usercode=Scdx@CL_is
江西卫视,http://182.139.250.156:5033/syhjcms_hls/10000100201705020000001000000003/index.m3u8?playtype=1&usercode=Scdx@CL_is
贵州卫视,http://182.139.250.156:5033/HUAWEI/20000002000000050000000000000379/index.m3u8?playtype=1&usercode=Scdx@CL_is
贵州卫视,http://182.139.250.156:5033/syhjcms_hls/10000100201705020000001000000011/index.m3u8?playtype=1&usercode=Scdx@CL_is
河北卫视,http://182.139.250.156:5033/HUAWEI/20000002000000050000000000000381/index.m3u8?playtype=1&usercode=Scdx@CL_is
安徽卫视,http://182.139.250.156:5033/HUAWEI/20000001000000050000000000000338/index.m3u8?playtype=1&usercode=Scdx@CL_is
辽宁卫视,http://182.139.250.156:5033/HUAWEI/20000001000000050000000000000353/index.m3u8?playtype=1&usercode=Scdx@CL_is
康巴卫视,http://182.139.250.156:5033/HUAWEI/20000002000000050000000000000419/index.m3u8?playtype=1&usercode=Scdx@CL_is
云南卫视,http://182.139.250.156:5033/syhjcms_hls/10000100201705020000001000000008/index.m3u8?playtype=1&usercode=Scdx@CL_is
云南卫视,http://182.139.250.156:5033/HUAWEI/Umai:CHAN/3444@BESTV.SMG.SMG/index.m3u8?playtype=1&usercode=Scdx@CL_is
陕西卫视,http://182.139.250.156:5033/syhjcms_hls/10000100201705020000001000000006/index.m3u8?playtype=1&usercode=Scdx@CL_is
陕西卫视,http://182.139.250.156:5033/HUAWEI/Umai:CHAN/7105@BESTV.SMG.SMG/index.m3u8?playtype=1&usercode=Scdx@CL_is
山西卫视,http://182.139.250.156:5033/syhjcms_hls/10000100201705020000001000000005/index.m3u8?playtype=1&usercode=Scdx@CL_is
山西卫视,http://182.139.250.156:5033/HUAWEI/Umai:CHAN/1344@BESTV.SMG.SMG/index.m3u8?playtype=1&usercode=Scdx@CL_is
内蒙古卫视,http://182.139.250.156:5033/syhjcms_hls/10000100201705020000001000000017/index.m3u8?playtype=1&usercode=Scdx@CL_is
内蒙古卫视,http://182.139.250.156:5033/HUAWEI/Umai:CHAN/79469@BESTV.SMG.SMG/index.m3u8?playtype=1&usercode=Scdx@CL_is
青海卫视,http://182.139.250.156:5033/syhjcms_hls/10000100201705020000001000000015/index.m3u8?playtype=1&usercode=Scdx@CL_is
青海卫视,http://182.139.250.156:5033/HUAWEI/Umai:CHAN/67026@BESTV.SMG.SMG/index.m3u8?playtype=1&usercode=Scdx@CL_is
宁夏卫视,http://182.139.250.156:5033/syhjcms_hls/10000100201705020000001000000018/index.m3u8?playtype=1&usercode=Scdx@CL_is
宁夏卫视,http://182.139.250.156:5033/HUAWEI/Umai:CHAN/160782@BESTV.SMG.SMG/index.m3u8?playtype=1&usercode=Scdx@CL_is
西藏卫视,http://182.139.250.156:5033/syhjcms_hls/10000100201705020000001000000019/index.m3u8?playtype=1&usercode=Scdx@CL_is
西藏卫视,http://182.139.250.156:5033/HUAWEI/Umai:CHAN/77574@BESTV.SMG.SMG/index.m3u8?playtype=1&usercode=Scdx@CL_is
新疆卫视,http://182.139.250.156:5033/syhjcms_hls/10000100201705020000001000000002/index.m3u8?playtype=1&usercode=Scdx@CL_is
新疆卫视,http://182.139.250.156:5033/HUAWEI/Umai:CHAN/126387@BESTV.SMG.SMG/index.m3u8?playtype=1&usercode=Scdx@CL_is
农林卫视,http://182.139.250.156:5033/HUAWEI/20000001000000050000000000000273/index.m3u8?playtype=1&usercode=Scdx@CL_is
海南卫视,http://182.139.250.156:5033/syhjcms_hls/10000100201705020000001000000013/index.m3u8?playtype=1&usercode=Scdx@CL_is
海南卫视,http://182.139.250.156:5033/HUAWEI/Umai:CHAN/1334@BESTV.SMG.SMG/index.m3u8?playtype=1&usercode=Scdx@CL_is


北京卫视,http://111.43.170.33/tlive-test-cdn.ysp.cctv.cn/ysp/2000272103.m3u8
东方卫视,http://111.43.170.33/tlive-test-cdn.ysp.cctv.cn/ysp/2000292403.m3u8
天津卫视,http://111.43.170.33/tlive-test-cdn.ysp.cctv.cn/ysp/2019927003.m3u8
重庆卫视,http://111.43.170.33/tlive-test-cdn.ysp.cctv.cn/ysp/2000297803.m3u8
黑龙江卫视,http://111.43.170.33/tlive-test-cdn.ysp.cctv.cn/ysp/2000293903.m3u8
辽宁卫视,http://111.43.170.33/tlive-test-cdn.ysp.cctv.cn/ysp/2000281303.m3u8
河北卫视,http://111.43.170.33/tlive-test-cdn.ysp.cctv.cn/ysp/2000293403.m3u8
山东卫视,http://111.43.170.33/tlive-test-cdn.ysp.cctv.cn/ysp/2000294803.m3u8
安徽卫视,http://111.43.170.33/tlive-test-cdn.ysp.cctv.cn/ysp/2000298003.m3u8
河南卫视,http://111.43.170.33/tlive-test-cdn.ysp.cctv.cn/ysp/2000296103.m3u8
湖北卫视,http://111.43.170.33/tlive-test-cdn.ysp.cctv.cn/ysp/2000294503.m3u8
湖南卫视,http://111.43.170.33/tlive-test-cdn.ysp.cctv.cn/ysp/2000296203.m3u8
江西卫视,http://111.43.170.33/tlive-test-cdn.ysp.cctv.cn/ysp/2000294103.m3u8
江苏卫视,http://111.43.170.33/tlive-test-cdn.ysp.cctv.cn/ysp/2000295603.m3u8
江苏卫视,http://111.43.170.33/tlive-test-cdn.ysp.cctv.cn/ysp/2010155403.m3u8
浙江卫视,http://111.43.170.33/tlive-test-cdn.ysp.cctv.cn/ysp/2000295503.m3u8
东南卫视,http://111.43.170.33/tlive-test-cdn.ysp.cctv.cn/ysp/2000292503.m3u8
广东卫视,http://111.43.170.33/tlive-test-cdn.ysp.cctv.cn/ysp/2000292703.m3u8
深圳卫视,http://111.43.170.33/tlive-test-cdn.ysp.cctv.cn/ysp/2000292203.m3u8
深圳卫视,http://111.43.170.33/tlive-test-cdn.ysp.cctv.cn/ysp/2012514403.m3u8
广西卫视,http://111.43.170.33/tlive-test-cdn.ysp.cctv.cn/ysp/2000294203.m3u8
贵州卫视,http://111.43.170.33/tlive-test-cdn.ysp.cctv.cn/ysp/2000293303.m3u8
贵州卫视 ,http://111.43.170.33/tlive-test-cdn.ysp.cctv.cn/ysp/2010152603.m3u8
四川卫视,http://111.43.170.33/tlive-test-cdn.ysp.cctv.cn/ysp/2000295003.m3u8
新疆卫视,http://111.43.170.33/tlive-test-cdn.ysp.cctv.cn/ysp/2019927403.m3u8
海南卫视,http://111.43.170.33/tlive-test-cdn.ysp.cctv.cn/ysp/2000291503.m3u8



青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-28bc40431485/index.m3u8
三沙卫视,https://live3.hnntv.cn/srs/tv/ssws.m3u8
安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8


重温经典,http://1.62.64.80/0b926d37065dc656266be75dd9d25565.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225563/index.m3u8
重温经典,http://1.62.64.80/8c1e0920c45da70a78884bf9138304e0.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225563/index.m3u8

海峡卫视,http://php.jdshipin.com:8880/bst.php?id=hxwshd4m/4000000 
湖北卫视,http://php.jdshipin.com:8880/bst.php?id=hubeiws8m/8000000
安徽卫视,http://php.jdshipin.com:8880/bst.php?id=ahwshd8m/8000000
广东卫视,http://php.jdshipin.com:8880/bst.php?id=gdwshd8m/8000000 
江苏卫视,http://php.jdshipin.com:8880/bst.php?id=jswshd8m/8000000 
深圳卫视,http://php.jdshipin.com:8880/bst.php?id=szwshd8m/8000000 
广西卫视,http://php.jdshipin.com:8880/bst.php?id=gxwshd8m/8000000 
四川卫视,http://php.jdshipin.com:8880/bst.php?id=scwshd/8000000 
湖南卫视,http://php.jdshipin.com:8880/bst.php?id=hunanwshd8m/8000000 
浙江卫视,http://php.jdshipin.com:8880/bst.php?id=zjwshd8m/8000000 
东方卫视,http://php.jdshipin.com:8880/bst.php?id=dfwshd8m/8000000 
北京卫视,http://php.jdshipin.com:8880/bst.php?id=bjwshd8m/8000000 
天津卫视,http://php.jdshipin.com:8880/bst.php?id=tjwshd8m/8000000 
辽宁卫视,http://php.jdshipin.com:8880/bst.php?id=lnwshd8m/8000000 
黑龙江卫视,http://php.jdshipin.com:8880/bst.php?id=hljwshd8m/8000000 
吉林卫视,http://php.jdshipin.com:8880/bst.php?id=jlwshd8m/8000000 
山东卫视,http://php.jdshipin.com:8880/bst.php?id=sdws8m/8000000 
江西卫视,http://php.jdshipin.com:8880/bst.php?id=jxws8m/8000000 
河南卫视,http://php.jdshipin.com:8880/bst.php?id=hnwshd8m/8000000 
河北卫视,http://php.jdshipin.com:8880/bst.php?id=hbwshd8m/8000000 
甘肃卫视,http://php.jdshipin.com:8880/bst.php?id=gswshd8m/8000000 
重庆卫视,http://php.jdshipin.com:8880/bst.php?id=cqws8m/8000000 
东南卫视,http://php.jdshipin.com:8880/bst.php?id=dnwshd8m/8000000 
云南卫视,http://php.jdshipin.com:8880/bst.php?id=ynwshd8m/8000000 
贵州卫视,http://php.jdshipin.com:8880/bst.php?id=gzwshd8m/8000000 
海南卫视,http://php.jdshipin.com:8880/bst.php?id=hainanwshd8m/8000000 
宁夏卫视,http://php.jdshipin.com:8880/bst.php?id=nxws/1300000
陕西卫视,http://php.jdshipin.com:8880/bst.php?id=sxws/1300000
内蒙古卫视,http://php.jdshipin.com:8880/bst.php?id=nmgws/1300000
山西卫视,http://php.jdshipin.com:8880/bst.php?id=shanxiws/1300000
西藏卫视,http://php.jdshipin.com:8880/bst.php?id=xzws/2500000
厦门卫视,http://php.jdshipin.com:8880/bst.php?id=xmws/1300000
兵团卫视,http://php.jdshipin.com:8880/bst.php?id=btws/1300000
厦门卫视,https://cntv.lat/tv/live.php?auth=231110&id=xmws
欢笑剧场,http://php.jdshipin.com:8880/bst.php?id=hxjc8m/8000000 
劲爆体育,http://php.jdshipin.com:8880/bst.php?id=jbtyhd8m/8000000#http://php.jdshipin.com:8880/bst.php?id=jbtyhd/4000000
快乐垂钓,http://php.jdshipin.com:8880/bst.php?id=klcd8m/8000000 
金鹰纪实,http://php.jdshipin.com:8880/bst.php?id=jyjs8m/8000000 
