央视频道,#genre#
CCTV-1综合,http://18.167.145.83:9870/go11.php?name=cctv1&t=1
CCTV-2财经,http://18.167.145.83:9870/go11.php?name=cctv2&t=1
CCTV-3综艺,http://18.167.145.83:9870/go11.php?name=cctv3&t=1
CCTV-4中文国际,http://18.167.145.83:9870/go11.php?name=cctv4&t=1
CCTV-5体育,http://18.167.145.83:9870/go11.php?name=cctv5&t=1
CCTV-5+体育赛事,http://18.167.145.83:9870/go11.php?name=cctv5+&t=1
CCTV-6电影,http://18.167.145.83:9870/go11.php?name=cctv6&t=1
CCTV-7国防军事,http://18.167.145.83:9870/go11.php?name=cctv7&t=1
CCTV-8电视剧,http://18.167.145.83:9870/go11.php?name=cctv8&t=1
CCTV-9纪录,http://18.167.145.83:9870/go11.php?name=cctv9&t=1
CCTV-10科教,http://18.167.145.83:9870/go11.php?name=cctv10&t=1
CCTV-11戏曲,http://18.167.145.83:9870/go11.php?name=cctv11&t=1
CCTV-12社会与法,http://18.167.145.83:9870/go11.php?name=cctv12&t=1
CCTV-13新闻,http://18.167.145.83:9870/go11.php?name=CCTVNews&t=1
CCTV-14少儿,http://18.167.145.83:9870/go11.php?name=cctvse&t=1
CCTV-15音乐,http://18.167.145.83:9870/go11.php?name=cctv15&t=1
CCTV-16奥林匹克,http://18.167.145.83:9870/go11.php?name=cctv16&t=1
CCTV-17农业农村,http://18.167.145.83:9870/go11.php?name=cctv17&t=1
CCTV-4K超高清,http://18.167.145.83:9870/go11.php?name=CCTV4K&t=1
CCTV-16奥林匹克 4K,http://18.167.145.83:9870/go11.php?name=CCTV16_4K&t=1

CCTV-1综合,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225804/1.m3u8
CCTV-1综合,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225804/1.m3u8
CCTV-2财经,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8
CCTV-2财经,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226224/1.m3u8
CCTV-3综艺,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8
CCTV-4中文国际,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
CCTV-5体育,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV-5体育,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV-5+体育赛事,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV-5+体育赛事,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV-6电影,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8
CCTV-7国防军事,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8
CCTV-8电视剧,http://106.39.160.155/live.aishang.ctlcdn.com/00000110240249_1/playlist.m3u8?CONTENTID=00000110240249_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CCTV-9纪录,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV-9纪录,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV-10科教,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/1.m3u8
CCTV-11戏曲,https://cntv.sbs/tv?auth=2310201855&id=cctv11
CCTV-12社会与法,https://cntv.sbs/tv?auth=2310201855&id=cctv12
CCTV-13新闻,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV-13新闻,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV-14少儿,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226193/1.m3u8
CCTV-15音乐,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225785/1.m3u8
